Transaction_ID,Date,Time,DateTime,Day_of_Week,Hour,Product,Category,Quantity,Price
TXN0012,2024-11-24,19:16:00,2024-11-24 19:16:00,Sunday,19,Bananas,Fruits,1,6.01
TXN0013,2024-11-12,20:53:00,2024-11-12 20:53:00,Tuesday,20,Oranges,Fruits,1,22.75
TXN0013,2024-11-12,20:53:00,2024-11-12 20:53:00,Tuesday,20,Bread,Bakery,1,29.4
TXN0013,2024-11-12,20:53:00,2024-11-12 20:53:00,Tuesday,20,Chips,Snacks,3,23.67
TXN0013,2024-11-12,20:53:00,2024-11-12 20:53:00,Tuesday,20,Eggs,Dairy,1,20.8
TXN0014,2024-11-18,08:33:00,2024-11-18 08:33:00,Monday,8,Rice,Grains,3,11.41
TXN0014,2024-11-18,08:33:00,2024-11-18 08:33:00,Monday,8,Bananas,Fruits,3,20.54
TXN0014,2024-11-18,08:33:00,2024-11-18 08:33:00,Monday,8,Juice,Beverages,2,27.28
TXN0014,2024-11-18,08:33:00,2024-11-18 08:33:00,Monday,8,Cookies,Snacks,2,6.26
TXN0015,2024-11-08,06:01:00,2024-11-08 06:01:00,Friday,6,Oranges,Fruits,1,4.91
TXN0015,2024-11-08,06:01:00,2024-11-08 06:01:00,Friday,6,Cookies,Snacks,3,4.58
TXN0015,2024-11-08,06:01:00,2024-11-08 06:01:00,Friday,6,Chips,Snacks,1,27.44
TXN0016,2024-11-28,10:32:00,2024-11-28 10:32:00,Thursday,10,Coffee,Beverages,3,6.56
TXN0016,2024-11-28,10:32:00,2024-11-28 10:32:00,Thursday,10,Bananas,Fruits,3,18.55
TXN0017,2024-11-08,18:51:00,2024-11-08 18:51:00,Friday,18,Cheese,Dairy,2,14.43
TXN0017,2024-11-08,18:51:00,2024-11-08 18:51:00,Friday,18,Chips,Snacks,2,26.31
TXN0017,2024-11-08,18:51:00,2024-11-08 18:51:00,Friday,18,Rice,Grains,1,21.17
TXN0018,2024-11-21,07:25:00,2024-11-21 07:25:00,Thursday,7,Cheese,Dairy,1,17.47
TXN0018,2024-11-21,07:25:00,2024-11-21 07:25:00,Thursday,7,Oranges,Fruits,1,14.38
TXN0018,2024-11-21,07:25:00,2024-11-21 07:25:00,Thursday,7,Bananas,Fruits,2,15.48
TXN0019,2024-11-28,20:28:00,2024-11-28 20:28:00,Thursday,20,Juice,Beverages,1,28.0
TXN0019,2024-11-28,20:28:00,2024-11-28 20:28:00,Thursday,20,Cheese,Dairy,1,7.48
TXN0019,2024-11-28,20:28:00,2024-11-28 20:28:00,Thursday,20,Bread,Bakery,2,15.99
TXN0019,2024-11-28,20:28:00,2024-11-28 20:28:00,Thursday,20,Milk,Dairy,2,27.36
TXN0020,2024-11-06,11:24:00,2024-11-06 11:24:00,Wednesday,11,Pasta,Grains,2,21.8
TXN0020,2024-11-06,11:24:00,2024-11-06 11:24:00,Wednesday,11,Lettuce,Vegetables,3,29.87
TXN0021,2024-11-18,17:31:00,2024-11-18 17:31:00,Monday,17,Lettuce,Vegetables,1,18.63
TXN0021,2024-11-18,17:31:00,2024-11-18 17:31:00,Monday,17,Bananas,Fruits,3,4.64
TXN0022,2024-11-11,05:37:00,2024-11-11 05:37:00,Monday,5,Tea,Beverages,3,5.15
TXN0022,2024-11-11,05:37:00,2024-11-11 05:37:00,Monday,5,Apples,Fruits,1,4.84
TXN0022,2024-11-11,05:37:00,2024-11-11 05:37:00,Monday,5,Bread,Bakery,1,21.22
TXN0023,2024-11-08,11:56:00,2024-11-08 11:56:00,Friday,11,Cookies,Snacks,2,20.74
TXN0023,2024-11-08,11:56:00,2024-11-08 11:56:00,Friday,11,Bread,Bakery,3,17.11
TXN0023,2024-11-08,11:56:00,2024-11-08 11:56:00,Friday,11,Eggs,Dairy,2,8.5
TXN0024,2024-11-23,10:16:00,2024-11-23 10:16:00,Saturday,10,Lettuce,Vegetables,2,28.07
TXN0024,2024-11-23,10:16:00,2024-11-23 10:16:00,Saturday,10,Pasta,Grains,1,3.24
TXN0025,2024-11-20,23:06:00,2024-11-20 23:06:00,Wednesday,23,Bananas,Fruits,3,10.15
TXN0026,2024-11-30,10:04:00,2024-11-30 10:04:00,Saturday,10,Chicken,Meat,3,21.99
TXN0026,2024-11-30,10:04:00,2024-11-30 10:04:00,Saturday,10,Lettuce,Vegetables,3,29.55
TXN0026,2024-11-30,10:04:00,2024-11-30 10:04:00,Saturday,10,Apples,Fruits,3,17.27
TXN0026,2024-11-30,10:04:00,2024-11-30 10:04:00,Saturday,10,Pasta,Grains,3,25.05
TXN0027,2024-11-10,21:06:00,2024-11-10 21:06:00,Sunday,21,Yogurt,Dairy,3,17.93
TXN0027,2024-11-10,21:06:00,2024-11-10 21:06:00,Sunday,21,Tomatoes,Vegetables,2,10.6
TXN0027,2024-11-10,21:06:00,2024-11-10 21:06:00,Sunday,21,Cheese,Dairy,1,22.37
TXN0027,2024-11-10,21:06:00,2024-11-10 21:06:00,Sunday,21,Juice,Beverages,1,21.55
TXN0028,2024-11-28,09:31:00,2024-11-28 09:31:00,Thursday,9,Bread,Bakery,3,14.43
TXN0028,2024-11-28,09:31:00,2024-11-28 09:31:00,Thursday,9,Eggs,Dairy,2,4.18
TXN0029,2024-11-11,18:40:00,2024-11-11 18:40:00,Monday,18,Apples,Fruits,1,5.02
TXN0029,2024-11-11,18:40:00,2024-11-11 18:40:00,Monday,18,Pasta,Grains,3,27.4
TXN0029,2024-11-11,18:40:00,2024-11-11 18:40:00,Monday,18,Juice,Beverages,3,3.96
TXN0029,2024-11-11,18:40:00,2024-11-11 18:40:00,Monday,18,Rice,Grains,2,18.72
TXN0029,2024-11-11,18:40:00,2024-11-11 18:40:00,Monday,18,Milk,Dairy,1,14.59
TXN0030,2024-11-02,10:57:00,2024-11-02 10:57:00,Saturday,10,Bread,Bakery,3,5.77
TXN0030,2024-11-02,10:57:00,2024-11-02 10:57:00,Saturday,10,Chicken,Meat,3,26.86
TXN0030,2024-11-02,10:57:00,2024-11-02 10:57:00,Saturday,10,Bananas,Fruits,2,29.28
TXN0030,2024-11-02,10:57:00,2024-11-02 10:57:00,Saturday,10,Oranges,Fruits,3,7.16
TXN0031,2024-11-30,09:10:00,2024-11-30 09:10:00,Saturday,9,Apples,Fruits,2,24.65
TXN0031,2024-11-30,09:10:00,2024-11-30 09:10:00,Saturday,9,Rice,Grains,3,24.88
TXN0031,2024-11-30,09:10:00,2024-11-30 09:10:00,Saturday,9,Milk,Dairy,2,7.29
TXN0031,2024-11-30,09:10:00,2024-11-30 09:10:00,Saturday,9,Chips,Snacks,3,5.91
TXN0031,2024-11-30,09:10:00,2024-11-30 09:10:00,Saturday,9,Carrots,Vegetables,1,26.17
TXN0032,2024-11-08,08:58:00,2024-11-08 08:58:00,Friday,8,Lettuce,Vegetables,1,20.81
TXN0032,2024-11-08,08:58:00,2024-11-08 08:58:00,Friday,8,Oranges,Fruits,2,11.85
TXN0032,2024-11-08,08:58:00,2024-11-08 08:58:00,Friday,8,Cookies,Snacks,1,29.1
TXN0033,2024-11-09,10:32:00,2024-11-09 10:32:00,Saturday,10,Juice,Beverages,1,6.1
TXN0033,2024-11-09,10:32:00,2024-11-09 10:32:00,Saturday,10,Carrots,Vegetables,2,7.81
TXN0034,2024-11-09,05:38:00,2024-11-09 05:38:00,Saturday,5,Carrots,Vegetables,1,13.39
TXN0034,2024-11-09,05:38:00,2024-11-09 05:38:00,Saturday,5,Rice,Grains,3,8.12
TXN0034,2024-11-09,05:38:00,2024-11-09 05:38:00,Saturday,5,Tea,Beverages,1,22.13
TXN0035,2024-11-01,13:51:00,2024-11-01 13:51:00,Friday,13,Bananas,Fruits,1,28.61
TXN0035,2024-11-01,13:51:00,2024-11-01 13:51:00,Friday,13,Chicken,Meat,2,19.82
TXN0035,2024-11-01,13:51:00,2024-11-01 13:51:00,Friday,13,Rice,Grains,3,25.89
TXN0036,2024-11-24,20:32:00,2024-11-24 20:32:00,Sunday,20,Rice,Grains,2,21.81
TXN0036,2024-11-24,20:32:00,2024-11-24 20:32:00,Sunday,20,Carrots,Vegetables,3,6.43
TXN0037,2024-11-14,17:24:00,2024-11-14 17:24:00,Thursday,17,Apples,Fruits,2,17.78
TXN0037,2024-11-14,17:24:00,2024-11-14 17:24:00,Thursday,17,Cookies,Snacks,1,11.19
TXN0037,2024-11-14,17:24:00,2024-11-14 17:24:00,Thursday,17,Lettuce,Vegetables,1,14.6
TXN0038,2024-11-19,16:20:00,2024-11-19 16:20:00,Tuesday,16,Pasta,Grains,2,24.42
TXN0038,2024-11-19,16:20:00,2024-11-19 16:20:00,Tuesday,16,Bananas,Fruits,3,7.57
TXN0038,2024-11-19,16:20:00,2024-11-19 16:20:00,Tuesday,16,Tea,Beverages,1,10.65
TXN0039,2024-11-22,16:21:00,2024-11-22 16:21:00,Friday,16,Oranges,Fruits,3,11.37
TXN0040,2024-11-26,08:01:00,2024-11-26 08:01:00,Tuesday,8,Coffee,Beverages,3,25.93
TXN0041,2024-11-03,12:56:00,2024-11-03 12:56:00,Sunday,12,Bananas,Fruits,2,9.58
TXN0041,2024-11-03,12:56:00,2024-11-03 12:56:00,Sunday,12,Beef,Meat,3,21.56
TXN0041,2024-11-03,12:56:00,2024-11-03 12:56:00,Sunday,12,Coffee,Beverages,1,24.01
TXN0042,2024-11-08,08:44:00,2024-11-08 08:44:00,Friday,8,Bread,Bakery,1,15.31
TXN0042,2024-11-08,08:44:00,2024-11-08 08:44:00,Friday,8,Juice,Beverages,2,21.01
TXN0042,2024-11-08,08:44:00,2024-11-08 08:44:00,Friday,8,Oranges,Fruits,3,19.07
TXN0043,2024-11-25,20:39:00,2024-11-25 20:39:00,Monday,20,Tea,Beverages,1,23.07
TXN0043,2024-11-25,20:39:00,2024-11-25 20:39:00,Monday,20,Rice,Grains,2,15.14
TXN0043,2024-11-25,20:39:00,2024-11-25 20:39:00,Monday,20,Juice,Beverages,1,25.67
TXN0043,2024-11-25,20:39:00,2024-11-25 20:39:00,Monday,20,Pasta,Grains,2,23.67
TXN0044,2024-11-17,13:15:00,2024-11-17 13:15:00,Sunday,13,Eggs,Dairy,1,10.33
TXN0044,2024-11-17,13:15:00,2024-11-17 13:15:00,Sunday,13,Lettuce,Vegetables,2,27.1
TXN0045,2024-11-03,07:14:00,2024-11-03 07:14:00,Sunday,7,Yogurt,Dairy,1,14.19
TXN0045,2024-11-03,07:14:00,2024-11-03 07:14:00,Sunday,7,Bananas,Fruits,2,17.64
TXN0046,2024-11-14,06:53:00,2024-11-14 06:53:00,Thursday,6,Cookies,Snacks,2,3.15
TXN0046,2024-11-14,06:53:00,2024-11-14 06:53:00,Thursday,6,Milk,Dairy,2,11.05
TXN0046,2024-11-14,06:53:00,2024-11-14 06:53:00,Thursday,6,Beef,Meat,2,26.03
TXN0047,2024-11-27,11:47:00,2024-11-27 11:47:00,Wednesday,11,Chips,Snacks,1,10.36
TXN0047,2024-11-27,11:47:00,2024-11-27 11:47:00,Wednesday,11,Oranges,Fruits,2,3.77
TXN0047,2024-11-27,11:47:00,2024-11-27 11:47:00,Wednesday,11,Coffee,Beverages,2,21.05
TXN0048,2024-11-26,11:10:00,2024-11-26 11:10:00,Tuesday,11,Yogurt,Dairy,3,18.23
TXN0048,2024-11-26,11:10:00,2024-11-26 11:10:00,Tuesday,11,Juice,Beverages,1,5.26
TXN0048,2024-11-26,11:10:00,2024-11-26 11:10:00,Tuesday,11,Milk,Dairy,2,6.65
TXN0048,2024-11-26,11:10:00,2024-11-26 11:10:00,Tuesday,11,Beef,Meat,2,7.9
TXN0049,2024-11-09,11:13:00,2024-11-09 11:13:00,Saturday,11,Carrots,Vegetables,2,9.8
TXN0049,2024-11-09,11:13:00,2024-11-09 11:13:00,Saturday,11,Beef,Meat,1,15.69
TXN0049,2024-11-09,11:13:00,2024-11-09 11:13:00,Saturday,11,Tomatoes,Vegetables,3,17.55
TXN0050,2024-11-12,09:04:00,2024-11-12 09:04:00,Tuesday,9,Bread,Bakery,1,19.77
TXN0050,2024-11-12,09:04:00,2024-11-12 09:04:00,Tuesday,9,Milk,Dairy,1,6.4
TXN0050,2024-11-12,09:04:00,2024-11-12 09:04:00,Tuesday,9,Oranges,Fruits,3,6.08
TXN0050,2024-11-12,09:04:00,2024-11-12 09:04:00,Tuesday,9,Bananas,Fruits,1,15.55
TXN0051,2024-11-09,18:10:00,2024-11-09 18:10:00,Saturday,18,Cheese,Dairy,1,18.61
TXN0051,2024-11-09,18:10:00,2024-11-09 18:10:00,Saturday,18,Apples,Fruits,2,18.54
TXN0051,2024-11-09,18:10:00,2024-11-09 18:10:00,Saturday,18,Lettuce,Vegetables,2,13.7
TXN0052,2024-11-23,08:37:00,2024-11-23 08:37:00,Saturday,8,Oranges,Fruits,3,19.2
TXN0052,2024-11-23,08:37:00,2024-11-23 08:37:00,Saturday,8,Cheese,Dairy,1,24.49
TXN0052,2024-11-23,08:37:00,2024-11-23 08:37:00,Saturday,8,Lettuce,Vegetables,3,24.12
TXN0053,2024-11-12,14:42:00,2024-11-12 14:42:00,Tuesday,14,Tea,Beverages,1,25.93
TXN0053,2024-11-12,14:42:00,2024-11-12 14:42:00,Tuesday,14,Carrots,Vegetables,2,5.84
TXN0054,2024-11-12,16:53:00,2024-11-12 16:53:00,Tuesday,16,Yogurt,Dairy,3,17.08
TXN0054,2024-11-12,16:53:00,2024-11-12 16:53:00,Tuesday,16,Rice,Grains,3,10.28
TXN0054,2024-11-12,16:53:00,2024-11-12 16:53:00,Tuesday,16,Apples,Fruits,3,23.91
TXN0055,2024-11-15,12:46:00,2024-11-15 12:46:00,Friday,12,Carrots,Vegetables,2,26.79
TXN0055,2024-11-15,12:46:00,2024-11-15 12:46:00,Friday,12,Oranges,Fruits,1,23.25
TXN0055,2024-11-15,12:46:00,2024-11-15 12:46:00,Friday,12,Eggs,Dairy,3,19.47
TXN0056,2024-11-13,10:31:00,2024-11-13 10:31:00,Wednesday,10,Apples,Fruits,2,12.18
TXN0056,2024-11-13,10:31:00,2024-11-13 10:31:00,Wednesday,10,Coffee,Beverages,3,21.92
TXN0056,2024-11-13,10:31:00,2024-11-13 10:31:00,Wednesday,10,Bananas,Fruits,2,18.0
TXN0056,2024-11-13,10:31:00,2024-11-13 10:31:00,Wednesday,10,Chicken,Meat,3,28.59
TXN0057,2024-11-03,09:26:00,2024-11-03 09:26:00,Sunday,9,Oranges,Fruits,2,24.4
TXN0057,2024-11-03,09:26:00,2024-11-03 09:26:00,Sunday,9,Coffee,Beverages,1,10.93
TXN0057,2024-11-03,09:26:00,2024-11-03 09:26:00,Sunday,9,Cookies,Snacks,2,21.67
TXN0058,2024-11-10,17:23:00,2024-11-10 17:23:00,Sunday,17,Tea,Beverages,3,17.85
TXN0058,2024-11-10,17:23:00,2024-11-10 17:23:00,Sunday,17,Chicken,Meat,2,21.97
TXN0058,2024-11-10,17:23:00,2024-11-10 17:23:00,Sunday,17,Rice,Grains,2,11.27
TXN0059,2024-11-08,07:12:00,2024-11-08 07:12:00,Friday,7,Juice,Beverages,1,8.83
TXN0059,2024-11-08,07:12:00,2024-11-08 07:12:00,Friday,7,Apples,Fruits,2,10.46
TXN0060,2024-11-19,22:33:00,2024-11-19 22:33:00,Tuesday,22,Cheese,Dairy,1,12.73
TXN0060,2024-11-19,22:33:00,2024-11-19 22:33:00,Tuesday,22,Bananas,Fruits,2,3.37
TXN0060,2024-11-19,22:33:00,2024-11-19 22:33:00,Tuesday,22,Lettuce,Vegetables,3,6.41
TXN0061,2024-11-02,22:35:00,2024-11-02 22:35:00,Saturday,22,Yogurt,Dairy,1,26.55
TXN0061,2024-11-02,22:35:00,2024-11-02 22:35:00,Saturday,22,Coffee,Beverages,3,10.67
TXN0062,2024-11-16,12:11:00,2024-11-16 12:11:00,Saturday,12,Tomatoes,Vegetables,2,4.99
TXN0062,2024-11-16,12:11:00,2024-11-16 12:11:00,Saturday,12,Coffee,Beverages,3,21.52
TXN0062,2024-11-16,12:11:00,2024-11-16 12:11:00,Saturday,12,Cheese,Dairy,1,7.02
TXN0062,2024-11-16,12:11:00,2024-11-16 12:11:00,Saturday,12,Eggs,Dairy,3,28.62
TXN0062,2024-11-16,12:11:00,2024-11-16 12:11:00,Saturday,12,Beef,Meat,1,29.83
TXN0063,2024-11-04,14:26:00,2024-11-04 14:26:00,Monday,14,Chips,Snacks,2,15.15
TXN0063,2024-11-04,14:26:00,2024-11-04 14:26:00,Monday,14,Oranges,Fruits,2,11.02
TXN0063,2024-11-04,14:26:00,2024-11-04 14:26:00,Monday,14,Tea,Beverages,3,29.72
TXN0064,2024-11-10,15:03:00,2024-11-10 15:03:00,Sunday,15,Cheese,Dairy,2,20.82
TXN0064,2024-11-10,15:03:00,2024-11-10 15:03:00,Sunday,15,Bananas,Fruits,1,9.47
TXN0064,2024-11-10,15:03:00,2024-11-10 15:03:00,Sunday,15,Cookies,Snacks,3,5.02
TXN0065,2024-11-01,11:44:00,2024-11-01 11:44:00,Friday,11,Lettuce,Vegetables,2,22.08
TXN0065,2024-11-01,11:44:00,2024-11-01 11:44:00,Friday,11,Bread,Bakery,3,26.2
TXN0065,2024-11-01,11:44:00,2024-11-01 11:44:00,Friday,11,Oranges,Fruits,1,21.55
TXN0066,2024-11-30,09:50:00,2024-11-30 09:50:00,Saturday,9,Bananas,Fruits,3,9.06
TXN0066,2024-11-30,09:50:00,2024-11-30 09:50:00,Saturday,9,Rice,Grains,1,27.52
TXN0066,2024-11-30,09:50:00,2024-11-30 09:50:00,Saturday,9,Cheese,Dairy,1,4.92
TXN0067,2024-11-06,18:38:00,2024-11-06 18:38:00,Wednesday,18,Cookies,Snacks,1,15.64
TXN0067,2024-11-06,18:38:00,2024-11-06 18:38:00,Wednesday,18,Lettuce,Vegetables,2,21.88
TXN0067,2024-11-06,18:38:00,2024-11-06 18:38:00,Wednesday,18,Pasta,Grains,2,16.5
TXN0068,2024-11-16,12:38:00,2024-11-16 12:38:00,Saturday,12,Rice,Grains,3,11.69
TXN0069,2024-11-09,04:14:00,2024-11-09 04:14:00,Saturday,4,Cookies,Snacks,1,15.69
TXN0069,2024-11-09,04:14:00,2024-11-09 04:14:00,Saturday,4,Chips,Snacks,3,14.93
TXN0069,2024-11-09,04:14:00,2024-11-09 04:14:00,Saturday,4,Milk,Dairy,2,7.89
TXN0069,2024-11-09,04:14:00,2024-11-09 04:14:00,Saturday,4,Tomatoes,Vegetables,3,14.76
TXN0069,2024-11-09,04:14:00,2024-11-09 04:14:00,Saturday,4,Bread,Bakery,2,29.15
TXN0070,2024-11-16,10:21:00,2024-11-16 10:21:00,Saturday,10,Cheese,Dairy,2,14.1
TXN0070,2024-11-16,10:21:00,2024-11-16 10:21:00,Saturday,10,Apples,Fruits,2,10.77
TXN0071,2024-11-13,19:35:00,2024-11-13 19:35:00,Wednesday,19,Eggs,Dairy,2,9.8
TXN0072,2024-11-04,22:25:00,2024-11-04 22:25:00,Monday,22,Milk,Dairy,1,8.05
TXN0072,2024-11-04,22:25:00,2024-11-04 22:25:00,Monday,22,Juice,Beverages,2,19.8
TXN0072,2024-11-04,22:25:00,2024-11-04 22:25:00,Monday,22,Pasta,Grains,2,19.88
TXN0072,2024-11-04,22:25:00,2024-11-04 22:25:00,Monday,22,Rice,Grains,1,8.49
TXN0073,2024-11-18,07:18:00,2024-11-18 07:18:00,Monday,7,Coffee,Beverages,3,19.43
TXN0073,2024-11-18,07:18:00,2024-11-18 07:18:00,Monday,7,Cheese,Dairy,1,22.15
TXN0073,2024-11-18,07:18:00,2024-11-18 07:18:00,Monday,7,Milk,Dairy,2,17.86
TXN0074,2024-11-18,11:14:00,2024-11-18 11:14:00,Monday,11,Cheese,Dairy,3,10.87
TXN0074,2024-11-18,11:14:00,2024-11-18 11:14:00,Monday,11,Pasta,Grains,3,10.37
TXN0074,2024-11-18,11:14:00,2024-11-18 11:14:00,Monday,11,Chips,Snacks,2,29.46
TXN0074,2024-11-18,11:14:00,2024-11-18 11:14:00,Monday,11,Yogurt,Dairy,1,15.32
TXN0074,2024-11-18,11:14:00,2024-11-18 11:14:00,Monday,11,Coffee,Beverages,1,13.35
TXN0075,2024-11-30,16:47:00,2024-11-30 16:47:00,Saturday,16,Eggs,Dairy,3,10.2
TXN0075,2024-11-30,16:47:00,2024-11-30 16:47:00,Saturday,16,Tomatoes,Vegetables,1,10.63
TXN0075,2024-11-30,16:47:00,2024-11-30 16:47:00,Saturday,16,Rice,Grains,2,25.6
TXN0075,2024-11-30,16:47:00,2024-11-30 16:47:00,Saturday,16,Carrots,Vegetables,3,29.96
TXN0076,2024-11-16,19:28:00,2024-11-16 19:28:00,Saturday,19,Chicken,Meat,3,13.17
TXN0076,2024-11-16,19:28:00,2024-11-16 19:28:00,Saturday,19,Carrots,Vegetables,2,26.47
TXN0076,2024-11-16,19:28:00,2024-11-16 19:28:00,Saturday,19,Juice,Beverages,3,9.44
TXN0077,2024-11-13,09:49:00,2024-11-13 09:49:00,Wednesday,9,Carrots,Vegetables,2,29.68
TXN0077,2024-11-13,09:49:00,2024-11-13 09:49:00,Wednesday,9,Coffee,Beverages,3,29.47
TXN0077,2024-11-13,09:49:00,2024-11-13 09:49:00,Wednesday,9,Beef,Meat,2,29.04
TXN0078,2024-11-05,13:37:00,2024-11-05 13:37:00,Tuesday,13,Cheese,Dairy,1,17.19
TXN0078,2024-11-05,13:37:00,2024-11-05 13:37:00,Tuesday,13,Pasta,Grains,2,3.4
TXN0079,2024-11-05,11:41:00,2024-11-05 11:41:00,Tuesday,11,Eggs,Dairy,3,5.16
TXN0079,2024-11-05,11:41:00,2024-11-05 11:41:00,Tuesday,11,Coffee,Beverages,2,26.0
TXN0079,2024-11-05,11:41:00,2024-11-05 11:41:00,Tuesday,11,Tomatoes,Vegetables,3,13.25
TXN0079,2024-11-05,11:41:00,2024-11-05 11:41:00,Tuesday,11,Carrots,Vegetables,2,19.91
TXN0079,2024-11-05,11:41:00,2024-11-05 11:41:00,Tuesday,11,Beef,Meat,2,26.54
TXN0080,2024-11-02,16:15:00,2024-11-02 16:15:00,Saturday,16,Lettuce,Vegetables,2,29.41
TXN0080,2024-11-02,16:15:00,2024-11-02 16:15:00,Saturday,16,Oranges,Fruits,3,22.0
TXN0080,2024-11-02,16:15:00,2024-11-02 16:15:00,Saturday,16,Eggs,Dairy,1,14.97
TXN0081,2024-11-23,10:01:00,2024-11-23 10:01:00,Saturday,10,Bread,Bakery,2,12.67
TXN0082,2024-11-14,07:33:00,2024-11-14 07:33:00,Thursday,7,Apples,Fruits,1,19.45
TXN0082,2024-11-14,07:33:00,2024-11-14 07:33:00,Thursday,7,Chips,Snacks,2,19.72
TXN0082,2024-11-14,07:33:00,2024-11-14 07:33:00,Thursday,7,Cookies,Snacks,1,16.43
TXN0083,2024-11-19,07:29:00,2024-11-19 07:29:00,Tuesday,7,Pasta,Grains,2,27.32
TXN0083,2024-11-19,07:29:00,2024-11-19 07:29:00,Tuesday,7,Tomatoes,Vegetables,3,17.75
TXN0083,2024-11-19,07:29:00,2024-11-19 07:29:00,Tuesday,7,Milk,Dairy,1,14.92
TXN0084,2024-11-12,23:19:00,2024-11-12 23:19:00,Tuesday,23,Rice,Grains,2,8.37
TXN0084,2024-11-12,23:19:00,2024-11-12 23:19:00,Tuesday,23,Tomatoes,Vegetables,2,26.03
TXN0084,2024-11-12,23:19:00,2024-11-12 23:19:00,Tuesday,23,Pasta,Grains,1,9.39
TXN0085,2024-11-19,10:18:00,2024-11-19 10:18:00,Tuesday,10,Lettuce,Vegetables,3,26.35
